"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12876","Mobile Android Purchase with Video and Screenshots","firefox","Tue Jan 06 07:27:39 UTC 2026","passed","Tue Jan 06 07:27:52 UTC 2026","","sauceMobileAndroid.spec.ts","",""
"","6890","Logout successfully","webkit","Tue Jan 06 07:28:45 UTC 2026","passed","Tue Jan 06 07:28:51 UTC 2026","SauceDemo E2E Tests","login.spec.ts","",""
"","15060","Complete purchase flow - Add to cart, checkout, and complete order","chromium","Tue Jan 06 07:25:54 UTC 2026","passed","Tue Jan 06 07:26:09 UTC 2026","SauceDemo E2E Tests","login.spec.ts","",""
"","12744","Mobile Android Purchase with Video and Screenshots","chromium","Tue Jan 06 07:26:33 UTC 2026","passed","Tue Jan 06 07:26:46 UTC 2026","","sauceMobileAndroid.spec.ts","",""
"","5601","Sort products by price low to high","firefox","Tue Jan 06 07:27:27 UTC 2026","passed","Tue Jan 06 07:27:33 UTC 2026","SauceDemo E2E Tests","login.spec.ts","",""
"","12794","Mobile Iphone Purchase with Video Recording and Screenshots","chromium","Tue Jan 06 07:26:46 UTC 2026","passed","Tue Jan 06 07:26:59 UTC 2026","","sauceMobileIphone.spec.ts","",""
"","4721","Login with invalid credentials should show error","webkit","Tue Jan 06 07:28:27 UTC 2026","passed","Tue Jan 06 07:28:32 UTC 2026","SauceDemo E2E Tests","login.spec.ts","",""
"","12840","Mobile Iphone Purchase with Video Recording and Screenshots","firefox","Tue Jan 06 07:27:52 UTC 2026","passed","Tue Jan 06 07:28:05 UTC 2026","","sauceMobileIphone.spec.ts","",""
"","13425","Mobile Iphone Purchase with Video Recording and Screenshots","webkit","Tue Jan 06 07:29:05 UTC 2026","passed","Tue Jan 06 07:29:18 UTC 2026","","sauceMobileIphone.spec.ts","",""
"","19873","Complete purchase flow - Add to cart, checkout, and complete order","webkit","Tue Jan 06 07:28:06 UTC 2026","passed","Tue Jan 06 07:28:26 UTC 2026","SauceDemo E2E Tests","login.spec.ts","",""
"","13020","Mobile Android Purchase with Video and Screenshots","Samsung S25","Tue Jan 06 07:29:33 UTC 2026","passed","Tue Jan 06 07:29:46 UTC 2026","","sauceMobileAndroid.spec.ts","",""
"","15702","Complete purchase flow - Add to cart, checkout, and complete order","firefox","Tue Jan 06 07:27:00 UTC 2026","passed","Tue Jan 06 07:27:15 UTC 2026","SauceDemo E2E Tests","login.spec.ts","",""
"","4519","Login with invalid credentials should show error","chromium","Tue Jan 06 07:26:10 UTC 2026","passed","Tue Jan 06 07:26:15 UTC 2026","SauceDemo E2E Tests","login.spec.ts","",""
"","13473","Mobile Iphone Purchase with Video Recording and Screenshots","iPhone 16","Tue Jan 06 07:29:19 UTC 2026","passed","Tue Jan 06 07:29:33 UTC 2026","","sauceMobileIphone.spec.ts","",""
"","6498","Remove item from cart","chromium","Tue Jan 06 07:26:15 UTC 2026","passed","Tue Jan 06 07:26:21 UTC 2026","SauceDemo E2E Tests","login.spec.ts","",""
"","13560","Mobile Android Purchase with Video and Screenshots","webkit","Tue Jan 06 07:28:51 UTC 2026","passed","Tue Jan 06 07:29:05 UTC 2026","","sauceMobileAndroid.spec.ts","",""
"","7011","Remove item from cart","webkit","Tue Jan 06 07:28:32 UTC 2026","passed","Tue Jan 06 07:28:39 UTC 2026","SauceDemo E2E Tests","login.spec.ts","",""
"","4524","Login with invalid credentials should show error","firefox","Tue Jan 06 07:27:16 UTC 2026","passed","Tue Jan 06 07:27:20 UTC 2026","SauceDemo E2E Tests","login.spec.ts","",""
"","5515","Sort products by price low to high","chromium","Tue Jan 06 07:26:21 UTC 2026","passed","Tue Jan 06 07:26:27 UTC 2026","SauceDemo E2E Tests","login.spec.ts","",""
"","6611","Remove item from cart","firefox","Tue Jan 06 07:27:20 UTC 2026","passed","Tue Jan 06 07:27:27 UTC 2026","SauceDemo E2E Tests","login.spec.ts","",""
"","6631","Logout successfully","firefox","Tue Jan 06 07:27:33 UTC 2026","passed","Tue Jan 06 07:27:39 UTC 2026","SauceDemo E2E Tests","login.spec.ts","",""
"","5878","Sort products by price low to high","webkit","Tue Jan 06 07:28:39 UTC 2026","passed","Tue Jan 06 07:28:45 UTC 2026","SauceDemo E2E Tests","login.spec.ts","",""
"","6581","Logout successfully","chromium","Tue Jan 06 07:26:27 UTC 2026","passed","Tue Jan 06 07:26:33 UTC 2026","SauceDemo E2E Tests","login.spec.ts","",""
